Date/Time,Temperature,Prectotland,Air_Density,Solar_Irradiation,Cloud_Cover,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Wind Direction Bin,Numeric Month
2018-01-01 16:00:00,7.334,0.0,1.223,0.0,0.0,2812.27905273437,10.6475200653076,3133.25922420184,224.680603027343,220.0,1.0
2018-01-01 17:00:00,6.863,0.0,1.223,0.0,0.0,2118.38989257812,9.09868335723876,2207.79281988587,223.960906982421,220.0,1.0
2018-01-01 18:00:00,6.506,0.0,1.224,0.0,0.0,1958.13305664062,9.218843460083,2285.9170315439,212.179901123046,210.0,1.0
2018-01-01 19:00:00,6.192,0.0,1.225,0.0,0.0,2584.6650390625,10.4647703170776,3048.82383278559,205.752899169921,205.0,1.0
2018-01-01 20:00:00,5.915,0.0,1.226,0.0,0.002,3209.01806640625,11.3635396957397,3386.24448582472,199.80549621582,195.0,1.0
2018-01-01 21:00:00,5.819,0.0,1.226,0.0,0.047,3604.2099609375,12.9281396865844,3597.46946747004,201.582595825195,200.0,1.0
2018-01-01 22:00:00,5.779,0.0,1.225,0.0,0.229,3479.40795898437,12.963939666748,3597.79463518254,201.340896606445,200.0,1.0
2018-01-01 23:00:00,5.811,0.0,1.225,0.0,0.446,3570.0791015625,12.418809890747,3572.55614292551,202.411804199218,200.0,1.0
2018-01-02 00:00:00,5.817,0.0,1.224,0.0,0.701,3377.64990234375,12.7053899765014,3591.30046108295,196.042205810546,195.0,1.0
2018-01-02 01:00:00,5.793,0.0,1.224,0.0,0.842,3467.80810546875,12.0960702896118,3536.10513948266,197.952697753906,195.0,1.0
2018-01-02 02:00:00,5.785,0.0,1.223,0.0,0.898,3604.17602539062,14.1024198532104,3600.0,196.25520324707,195.0,1.0
2018-01-02 03:00:00,5.777,0.0,1.223,0.0,0.918,3395.23291015625,13.7423295974731,3600.0,191.013702392578,190.0,1.0
2018-01-02 04:00:00,5.802,0.0,1.224,0.0,0.927,3513.84497070312,12.5986604690551,3585.76741417889,196.042297363281,195.0,1.0
2018-01-02 05:00:00,5.817,0.0,1.224,8.746,0.936,3555.30493164062,12.5416202545166,3582.11109582746,200.363403320312,200.0,1.0
2018-01-02 06:00:00,7.25,0.0,1.224,83.948,0.939,3235.5439453125,11.6793298721313,3463.03160296846,200.703506469726,200.0,1.0
2018-01-02 07:00:00,8.886,0.0,1.222,161.829,0.94,3417.74609375,11.9781303405761,3518.50824711723,199.402206420898,195.0,1.0
2018-01-02 08:00:00,9.936,0.0,1.218,222.943,0.944,3375.17700195312,11.5208196640014,3426.92247226978,195.854705810546,195.0,1.0
2018-01-02 09:00:00,11.217,0.0,1.212,266.969,0.953,2978.31005859375,10.7728996276855,3186.225079135,193.17039489746,190.0,1.0
2018-01-02 10:00:00,12.339,0.0,1.205,267.353,0.982,3597.56494140625,15.124059677124,3600.0,196.345596313476,195.0,1.0
2018-01-02 11:00:00,12.874,0.0,1.2,225.879,0.98,3601.8701171875,15.8617496490478,3600.0,195.040298461914,195.0,1.0
2018-01-02 12:00:00,12.919,0.0,1.198,181.731,0.972,3537.67602539062,13.3228101730346,3600.0,203.289398193359,200.0,1.0
2018-01-02 13:00:00,12.251,0.002,1.198,99.006,0.964,1278.89501953125,9.0723066329956,2190.70476314143,198.236404418945,195.0,1.0
2018-01-02 14:00:00,10.744,0.011,1.199,13.582,0.873,3111.06005859375,10.907259941101,3238.7061584522,204.81379699707,200.0,1.0
2018-01-02 15:00:00,10.468,0.008,1.201,0.0,0.776,3298.76196289062,11.399299621582,3395.92916518786,205.625,205.0,1.0
2018-01-02 16:00:00,10.316,0.004,1.202,0.0,0.773,3493.97900390625,12.2135295867919,3551.31873448443,201.715606689453,200.0,1.0
2018-01-02 17:00:00,9.912,0.003,1.203,0.0,0.733,3602.63793945312,13.0772199630737,3600.0,203.440704345703,200.0,1.0
2018-01-02 18:00:00,9.504,0.014,1.205,0.0,0.536,3515.61010742187,12.2070798873901,3550.54211738128,189.523803710937,185.0,1.0
2018-01-02 19:00:00,8.996,0.014,1.206,0.0,0.414,3061.73510742187,11.2979698181152,3367.8051386683,192.858200073242,190.0,1.0
2018-01-02 20:00:00,8.823,0.02,1.207,0.0,0.336,2316.64794921875,9.83873844146728,2687.68808162899,199.747406005859,195.0,1.0
2018-01-02 21:00:00,8.798,0.029,1.208,0.0,0.31,3591.09301757812,12.7283201217651,3592.26902604332,202.413299560546,200.0,1.0
2018-01-02 22:00:00,8.632,0.045,1.208,0.0,0.289,1625.75598144531,8.80914115905761,2021.75423914516,187.484603881835,185.0,1.0
2018-01-02 23:00:00,8.474,0.078,1.208,0.0,0.327,1303.11694335937,8.14458179473876,1613.84771310931,181.659606933593,180.0,1.0
2018-01-03 00:00:00,8.325,0.1,1.209,0.0,0.367,2782.56811523437,10.405119895935,3019.33269562616,176.925598144531,175.0,1.0
2018-01-03 01:00:00,8.171,0.129,1.209,0.0,0.379,1278.88696289062,7.62648677825927,1323.91105222754,202.940505981445,200.0,1.0
2018-01-03 02:00:00,7.92,0.111,1.209,0.0,0.408,737.448791503906,6.26704502105712,717.843498117624,211.200302124023,210.0,1.0
2018-01-03 03:00:00,7.626,0.075,1.21,0.0,0.458,444.603607177734,5.49171495437622,466.619713732775,150.281692504882,150.0,1.0
2018-01-03 04:00:00,7.403,0.063,1.212,0.0,0.591,1214.1259765625,7.4722261428833,1243.60005403349,154.783798217773,150.0,1.0
2018-01-03 05:00:00,7.496,0.073,1.213,6.69,0.674,1153.13903808593,7.28374290466308,1149.01242363998,176.793197631835,175.0,1.0
2018-01-03 06:00:00,8.473,0.051,1.214,59.581,0.739,1568.88598632812,8.09420299530029,1584.39555144266,194.009292602539,190.0,1.0
2018-01-03 07:00:00,9.584,0.126,1.214,126.046,0.872,2108.77099609375,9.18500423431396,2263.87309482431,190.007003784179,190.0,1.0
2018-01-03 08:00:00,9.936,0.72,1.214,141.25,0.934,1941.46398925781,9.28379154205322,2328.30752557584,157.365997314453,155.0,1.0
2018-01-03 09:00:00,10.326,1.41,1.212,127.657,0.965,189.137802124023,4.5537109375,233.455863572107,148.053604125976,145.0,1.0
2018-01-03 10:00:00,10.922,0.794,1.208,111.107,0.974,309.511413574218,4.71614503860473,269.205736737451,187.605194091796,185.0,1.0
2018-01-03 11:00:00,11.124,0.268,1.206,99.988,0.954,275.013610839843,4.78056287765502,283.864666226719,187.940597534179,185.0,1.0
2018-01-03 12:00:00,11.234,0.147,1.205,86.841,0.89,952.267578125,6.89550590515136,969.634649871837,193.936706542968,190.0,1.0
2018-01-03 13:00:00,10.808,0.086,1.205,49.388,0.812,672.618774414062,6.17117977142333,683.274791239476,189.276504516601,185.0,1.0
2018-01-03 14:00:00,10.059,0.048,1.206,7.411,0.839,183.012802124023,4.47265005111694,216.232972023662,205.37060546875,205.0,1.0
2018-01-03 15:00:00,9.375,0.037,1.209,0.0,0.798,493.355590820312,5.78271722793579,554.125899356235,212.351104736328,210.0,1.0
2018-01-03 16:00:00,8.731,0.044,1.211,0.0,0.688,-0.393067598342896,2.18588805198669,0.0,238.410293579101,235.0,1.0
2018-01-03 17:00:00,8.233,0.059,1.214,0.0,0.64,0.0,3.90781092643737,110.979603898723,241.973098754882,240.0,1.0
2018-01-03 18:00:00,7.899,0.181,1.217,0.0,0.666,262.80191040039,4.87110185623168,304.953556101357,222.948898315429,220.0,1.0
2018-01-03 19:00:00,7.687,0.118,1.218,0.0,0.704,1155.17395019531,7.62542915344238,1323.35126981466,205.577392578125,205.0,1.0
2018-01-03 20:00:00,7.565,0.092,1.219,0.0,0.724,1604.42700195312,8.43941497802734,1790.76770642919,196.00830078125,195.0,1.0
2018-01-03 21:00:00,7.567,0.102,1.22,0.0,0.717,1760.42297363281,8.33919143676757,1729.8045769078,212.042404174804,210.0,1.0
2018-01-03 22:00:00,7.504,0.088,1.22,0.0,0.68,1692.68896484375,8.48968791961669,1821.63838424683,194.91389465332,190.0,1.0
2018-01-03 23:00:00,7.373,0.066,1.22,0.0,0.645,994.582702636718,6.85667896270751,952.75457863041,200.440994262695,200.0,1.0
2018-01-04 00:00:00,7.25,0.047,1.22,0.0,0.624,1121.1669921875,6.93410682678222,986.599776080699,196.395202636718,195.0,1.0
2018-01-04 01:00:00,7.115,0.061,1.22,0.0,0.664,1116.48706054687,7.06294918060302,1044.57969669083,192.735397338867,190.0,1.0
2018-01-04 02:00:00,6.959,0.112,1.22,0.0,0.79,1342.23901367187,7.53829097747802,1277.72935520784,197.982803344726,195.0,1.0
2018-01-04 03:00:00,6.895,0.089,1.221,0.0,0.867,1122.3349609375,7.18534278869628,1101.65375891013,198.135498046875,195.0,1.0
2018-01-04 04:00:00,6.873,0.068,1.221,0.0,0.859,1334.98095703125,7.4940800666809,1254.91087164108,192.137603759765,190.0,1.0
2018-01-04 05:00:00,6.825,0.091,1.221,6.549,0.683,283.259307861328,4.74846220016479,276.524587456894,201.918502807617,200.0,1.0
2018-01-04 06:00:00,7.72,0.136,1.22,80.499,0.485,1512.97204589843,7.67839813232421,1351.56118687753,208.917297363281,205.0,1.0
2018-01-04 07:00:00,8.783,0.113,1.217,203.628,0.415,1693.27099609375,8.15549182891845,1620.25783272867,215.366104125976,215.0,1.0
2018-01-04 08:00:00,9.946,0.104,1.213,339.142,0.421,2362.26293945312,9.59900379180908,2516.47829588676,198.772003173828,195.0,1.0
2018-01-04 09:00:00,10.782,0.088,1.21,411.999,0.555,332.48208618164,5.10660791397094,362.627975895069,195.176406860351,195.0,1.0
2018-01-04 10:00:00,11.214,0.038,1.207,402.833,0.647,249.36156463623,4.4491599202156005,271.97098192130176,184.8462066650385,183.75,1.0
2018-01-04 11:00:00,11.296,0.02,1.206,334.329,0.772,166.24104309082,3.79171192646026,181.3139879475345,174.516006469726,172.5,1.0
2018-01-04 12:00:00,11.048,0.009,1.206,221.814,0.88,83.12052154540999,3.13426393270492,90.65699397376729,164.1858062744135,161.25,1.0
2018-01-04 13:00:00,10.155,0.004,1.208,88.578,0.951,0.0,2.47681593894958,0.0,153.855606079101,150.0,1.0
2018-01-04 14:00:00,8.75,0.003,1.211,12.527,0.957,0.0,2.4848780632019,0.0,106.450302124023,105.0,1.0
2018-01-04 15:00:00,8.132,0.002,1.214,0.0,0.903,169.325042724609,3.879593610763545,203.178865614197,76.85723686218235,75.0,1.0
2018-01-04 16:00:00,7.708,0.003,1.217,0.0,0.756,338.650085449218,5.27430915832519,406.357731228394,47.2641716003417,45.0,1.0
2018-01-04 17:00:00,7.36,0.006,1.219,0.0,0.591,1012.67602539062,7.0102481842041,1020.60883258414,52.7889289855957,50.0,1.0
2018-01-04 18:00:00,7.2,0.006,1.22,0.0,0.512,871.51123046875,6.58244085311889,838.617786316946,40.3651695251464,40.0,1.0
2018-01-04 19:00:00,7.237,0.01,1.221,0.0,0.581,1190.81604003906,7.06866693496704,1047.20196551832,33.4983406066894,30.0,1.0
2018-01-04 20:00:00,7.4,0.017,1.222,0.0,0.682,462.769897460937,5.41515207290649,444.919796023103,41.6153717041015,40.0,1.0
2018-01-04 21:00:00,7.542,0.035,1.222,0.0,0.758,703.722106933593,6.24469423294067,709.695684632846,42.0880088806152,40.0,1.0
2018-01-04 22:00:00,7.596,0.056,1.222,0.0,0.815,470.200103759765,5.59703207015991,497.350886354553,23.5009498596191,20.0,1.0
2018-01-04 23:00:00,7.636,0.068,1.223,0.0,0.853,688.835815429687,6.23816680908203,707.326292982995,30.0023193359375,30.0,1.0
2018-01-05 00:00:00,7.594,0.077,1.224,0.0,0.838,845.205017089843,6.55459403991699,827.511984963827,12.580470085144,10.0,1.0
2018-01-05 01:00:00,7.462,0.096,1.224,0.0,0.824,933.423217773437,6.72106218338012,895.215030395601,7.87672519683837,5.0,1.0
2018-01-05 02:00:00,7.316,0.115,1.225,0.0,0.823,723.139221191406,6.39893102645874,767.020286706896,32.3004989624023,30.0,1.0
2018-01-05 03:00:00,7.203,0.11,1.226,0.0,0.789,130.767105102539,4.16093921661376,153.473005494325,30.1825408935546,30.0,1.0
2018-01-05 04:00:00,7.112,0.108,1.227,0.0,0.772,183.669998168945,4.43410491943359,208.180679196511,29.7468204498291,25.0,1.0
2018-01-05 05:00:00,7.036,0.088,1.228,4.563,0.749,435.026397705078,5.45726490020751,456.789983064642,12.408329963684,10.0,1.0
2018-01-05 06:00:00,7.504,0.09,1.229,50.74,0.712,78.115493774414,3.83692789077758,98.8175560537966,29.3313694000244,25.0,1.0
2018-01-05 07:00:00,7.874,0.133,1.23,120.204,0.67,90.014907836914,3.98053503036499,124.293036633509,52.0921211242675,50.0,1.0
2018-01-05 08:00:00,8.172,0.208,1.23,188.445,0.597,55.4453506469726,3.73481607437133,82.7104874322431,69.5399627685546,65.0,1.0
2018-01-05 09:00:00,8.469,0.167,1.229,261.191,0.401,0.0,1.73819303512573,0.0,99.7596817016601,95.0,1.0
2018-01-05 10:00:00,8.825,0.115,1.228,301.796,0.291,0.0,2.05908393859863,0.0,40.3322715759277,40.0,1.0
2018-01-05 11:00:00,9.008,0.086,1.227,290.43,0.347,0.0,1.37072801589965,0.0,24.338279724121,20.0,1.0
2018-01-05 12:00:00,8.82,0.055,1.228,201.793,0.38,0.0,3.41804099082946,43.3579733076376,308.27490234375,305.0,1.0
2018-01-05 13:00:00,8.403,0.027,1.229,104.552,0.437,0.0,2.17465710639953,0.0,308.31201171875,305.0,1.0
2018-01-05 14:00:00,7.454,0.016,1.232,13.889,0.497,0.0,2.17363405227661,0.0,261.119689941406,260.0,1.0
2018-01-05 15:00:00,7.074,0.012,1.233,0.0,0.513,0.0,1.76803004741668,0.0,253.393096923828,250.0,1.0
2018-01-05 16:00:00,7.165,0.008,1.234,0.0,0.532,0.0,2.63357496261596,0.0,236.886901855468,235.0,1.0
2018-01-05 17:00:00,7.154,0.005,1.235,0.0,0.451,0.0,3.20185494422912,25.7189916961115,241.49690246582,240.0,1.0
2018-01-05 18:00:00,6.947,0.0,1.236,0.0,0.325,0.0,2.82568001747131,0.0,222.74510192871,220.0,1.0
2018-01-05 19:00:00,6.654,0.0,1.237,0.0,0.242,0.0,2.44991397857666,0.0,224.892395019531,220.0,1.0
2018-01-05 20:00:00,6.246,0.0,1.238,0.0,0.209,0.0,2.2890191078186,0.0,253.553497314453,250.0,1.0
2018-01-05 21:00:00,5.986,0.0,1.238,0.0,0.181,0.0,2.33049702644348,0.0,238.510604858398,235.0,1.0
2018-01-05 22:00:00,5.858,0.0,1.239,0.0,0.145,0.0,1.45237302780151,0.0,231.913604736328,230.0,1.0
2018-01-05 23:00:00,5.666,0.0,1.24,0.0,0.098,0.0,1.38649201393127,0.0,227.876495361328,225.0,1.0
2018-01-06 00:00:00,5.452,0.0,1.241,0.0,0.087,0.0,0.528895795345306,0.0,215.698104858398,215.0,1.0
2018-01-06 01:00:00,5.148,0.0,1.242,0.0,0.087,0.0,0.772655725479125,0.0,140.09129333496,140.0,1.0
2018-01-06 02:00:00,4.68,0.0,1.244,0.0,0.106,0.0,0.736934721469879,0.0,215.384796142578,215.0,1.0
2018-01-06 03:00:00,4.145,0.0,1.246,0.0,0.238,0.0,1.55261898040771,0.0,277.847595214843,275.0,1.0
2018-01-06 04:00:00,3.794,0.0,1.247,0.0,0.343,0.0,0.52127331495285,0.0,129.124694824218,125.0,1.0
2018-01-06 05:00:00,3.674,0.0,1.249,13.493,0.325,0.0,3.6463189125061,70.1004561332411,134.456497192382,130.0,1.0
2018-01-06 06:00:00,5.32,0.0,1.249,127.04,0.209,0.0,1.41382896900177,0.0,354.765686035156,350.0,1.0
2018-01-06 07:00:00,6.928,0.0,1.247,278.525,0.103,0.0,0.865311384201049,0.0,182.570602416992,180.0,1.0
2018-01-06 08:00:00,8.846,0.0,1.239,393.987,0.053,0.0,0.974539875984191,0.0,171.901992797851,170.0,1.0
2018-01-06 09:00:00,10.399,0.0,1.233,453.631,0.033,0.0,0.963453292846679,0.0,150.773696899414,150.0,1.0
2018-01-06 10:00:00,11.394,0.0,1.228,462.211,0.002,0.0,2.4761140346527,0.0,160.625900268554,160.0,1.0
2018-01-06 11:00:00,11.841,0.0,1.225,410.15,0.0,0.0,2.7335615158081,0.0,162.740501403808,160.0,1.0
2018-01-06 12:00:00,11.753,0.0,1.225,304.064,0.0,0.0,2.9910089969635,0.0,164.855102539062,160.0,1.0
2018-01-06 13:00:00,10.823,0.0,1.226,161.152,0.0,0.0,3.76298904418945,86.9878319383133,200.714202880859,200.0,1.0
2018-01-06 14:00:00,8.89,0.0,1.23,24.875,0.0,0.0,3.49758410453796,51.7298866323226,184.598403930664,180.0,1.0
2018-01-06 15:00:00,8.168,0.0,1.233,0.0,0.0,140.950302124023,4.5001049041748,222.021904998202,205.463394165039,205.0,1.0
2018-01-06 16:00:00,7.941,0.0,1.233,0.0,0.0,0.0,3.38636088371276,40.3055268758735,206.58999633789,205.0,1.0
2018-01-06 17:00:00,7.712,0.0,1.233,0.0,0.0,172.788192749023,4.33176982402801,223.71592727801976,190.42694854736249,187.5,1.0
2018-01-06 18:00:00,7.499,0.0,1.233,0.0,0.0,345.576385498046,5.27717876434326,407.126327680166,174.263900756835,170.0,1.0
2018-01-06 19:00:00,7.042,0.0,1.233,0.0,0.0,579.466186523437,6.07357597351074,649.08994978245,189.644104003906,185.0,1.0
2018-01-06 20:00:00,6.391,0.0,1.234,0.0,0.046,1519.583984375,8.35125637054443,1737.10084227881,190.77000427246,190.0,1.0
2018-01-06 21:00:00,5.852,0.0,1.235,0.0,0.391,3100.96899414062,11.1579599380493,3325.40757026192,194.0751953125,190.0,1.0
2018-01-06 22:00:00,5.509,0.0,1.236,0.0,0.805,3601.65502929687,12.5795698165893,3584.59832667949,197.763702392578,195.0,1.0
2018-01-06 23:00:00,5.419,0.0,1.238,0.0,0.94,3381.17797851562,11.5788297653198,3440.69476878414,197.298294067382,195.0,1.0
2018-01-07 00:00:00,5.321,0.0,1.239,0.0,0.942,3147.27587890625,11.405460357666,3397.57144243671,196.294692993164,195.0,1.0
2018-01-07 01:00:00,5.162,0.0,1.24,0.0,0.909,2770.94897460937,10.6016798019409,3112.90061114413,195.495803833007,195.0,1.0
2018-01-07 02:00:00,5.017,0.0,1.241,0.0,0.632,3117.30810546875,11.337739944458,3379.09503784349,201.414993286132,200.0,1.0
2018-01-07 03:00:00,4.851,0.0,1.242,0.0,0.206,3578.458984375,12.3067798614501,3561.79642940007,204.31069946289,200.0,1.0
2018-01-07 04:00:00,4.696,0.0,1.243,0.0,0.021,3597.19189453125,12.6083402633666,3586.33927490694,205.189102172851,205.0,1.0
2018-01-07 05:00:00,4.796,0.0,1.244,15.245,0.0,3445.29809570312,13.6811304092407,3600.0,202.70750427246,200.0,1.0
2018-01-07 06:00:00,7.001,0.0,1.244,140.864,0.0,3443.59692382812,15.1506099700927,3600.0,210.009994506835,210.0,1.0
2018-01-07 07:00:00,9.273,0.0,1.242,285.865,0.0,3604.09497070312,15.9621801376342,3600.0,208.326095581054,205.0,1.0
2018-01-07 08:00:00,11.027,0.0,1.235,394.694,0.0,3600.10009765625,12.9632101058959,3597.78982972649,207.707794189453,205.0,1.0
2018-01-07 09:00:00,12.593,0.0,1.227,455.199,0.0,2915.78295898437,10.4980602264404,3064.8626125016,200.578292846679,200.0,1.0
2018-01-07 10:00:00,13.329,0.0,1.222,457.501,0.0,2980.375,10.580659866333,3103.38365777467,206.189193725585,205.0,1.0
2018-01-07 11:00:00,13.671,0.0,1.22,403.46,0.0,2637.587890625,10.1066799163818,2856.66858292772,207.156005859375,205.0,1.0
2018-01-07 12:00:00,13.641,0.0,1.218,298.767,0.0,3366.83203125,11.9962196350097,3521.36092941462,208.328399658203,205.0,1.0
2018-01-07 13:00:00,12.805,0.0,1.219,157.531,0.0,3211.55297851562,11.3392601013183,3379.52008587565,206.055404663085,205.0,1.0
2018-01-07 14:00:00,11.132,0.0,1.221,24.279,0.07,3567.97705078125,12.4578504562377,3575.84501872907,218.57209777832,215.0,1.0
2018-01-07 15:00:00,10.559,0.0,1.223,0.0,0.353,3572.7109375,12.4129495620727,3572.0420509348,221.285995483398,220.0,1.0
2018-01-07 16:00:00,9.862,0.0,1.225,0.0,0.64,3585.02392578125,12.4044303894042,3571.28518099633,222.978805541992,220.0,1.0
2018-01-07 17:00:00,9.042,0.0,1.227,0.0,0.682,3557.9150390625,12.0430002212524,3528.47881592092,218.095901489257,215.0,1.0
2018-01-07 18:00:00,8.527,0.0,1.229,0.0,0.567,3394.59106445312,11.8097801208496,3489.22180786845,214.248504638671,210.0,1.0
2018-01-07 19:00:00,8.173,0.0,1.231,0.0,0.424,3123.14892578125,11.0427198410034,3287.31739925169,213.560501098632,210.0,1.0
2018-01-07 20:00:00,7.862,0.0,1.233,0.0,0.458,3503.59497070312,12.9809198379516,3597.88512149362,211.921600341796,210.0,1.0
2018-01-07 21:00:00,7.829,0.0,1.235,0.0,0.556,3604.33203125,14.9669799804687,3600.0,218.268203735351,215.0,1.0
2018-01-07 22:00:00,7.732,0.0,1.236,0.0,0.383,3604.287109375,13.1934099197387,3600.0,223.336196899414,220.0,1.0
2018-01-07 23:00:00,7.558,0.0,1.237,0.0,0.142,3068.22290039062,11.22589969635,3346.50265899236,226.811004638671,225.0,1.0
2018-01-08 00:00:00,7.384,0.0,1.239,0.0,0.066,2455.43310546875,9.76493740081787,2637.06850226041,225.210800170898,225.0,1.0
2018-01-08 01:00:00,7.287,0.0,1.24,0.0,0.047,1699.48999023437,8.44295120239257,1792.93299020335,222.849197387695,220.0,1.0
2018-01-08 02:00:00,7.311,0.0,1.241,0.0,0.097,1164.52697753906,7.48626089096069,1250.85549654396,226.200805664062,225.0,1.0
2018-01-08 03:00:00,7.167,0.0,1.241,0.0,0.291,835.461181640625,6.59294891357421,842.831293258851,232.30369567871,230.0,1.0
2018-01-08 04:00:00,6.974,0.0,1.242,0.0,0.454,1280.96496582031,7.67217397689819,1348.22805443633,229.23030090332,225.0,1.0
2018-01-08 05:00:00,7.034,0.0,1.243,12.474,0.574,1114.97497558593,7.3307499885559,1172.11634935208,228.24070739746,225.0,1.0
2018-01-08 06:00:00,8.871,0.0,1.243,111.13,0.606,544.71337890625,5.8845100402832,586.715451436116,232.159896850585,230.0,1.0
2018-01-08 07:00:00,10.453,0.0,1.242,227.772,0.685,1078.05200195312,7.52799892425537,1272.40700229058,218.547393798828,215.0,1.0
2018-01-08 08:00:00,11.839,0.0,1.236,320.382,0.889,361.319213867187,5.20006608963012,386.712943890912,182.637802124023,180.0,1.0
2018-01-08 09:00:00,12.567,0.0,1.231,308.068,0.96,183.456298828125,4.17917108535766,157.002906646509,200.908294677734,200.0,1.0
2018-01-08 10:00:00,12.664,0.0,1.229,245.59,0.986,8.48479557037353,2.79178595542907,0.0,176.25259399414,175.0,1.0
2018-01-08 11:00:00,12.743,0.0,1.228,232.027,0.985,12.8200101852416,2.89745903015136,0.0,198.296997070312,195.0,1.0
2018-01-08 12:00:00,12.893,0.0,1.227,227.76,0.951,130.725692749023,4.13673210144042,148.811441303007,218.119003295898,215.0,1.0
2018-01-08 13:00:00,12.381,0.0,1.228,131.075,0.802,2.42646193504333,2.68987894058227,0.0,201.684906005859,200.0,1.0
2018-01-08 14:00:00,11.271,0.0,1.23,21.822,0.697,0.0,2.41870689392089,0.0,229.630493164062,225.0,1.0
2018-01-08 15:00:00,10.646,0.0,1.231,0.0,0.52,0.0,3.61961102485656,66.5409785653146,241.085800170898,240.0,1.0
2018-01-08 16:00:00,9.719,0.0,1.233,0.0,0.449,249.162902832031,4.74971950054168,325.8669927068578,229.2527999877925,227.5,1.0
2018-01-08 17:00:00,9.048,0.0,1.233,0.0,0.739,498.325805664062,5.8798279762268,585.193006848401,217.419799804687,215.0,1.0
2018-01-08 18:00:00,8.825,0.0,1.234,0.0,0.974,669.584777832031,6.35085391998291,748.875180068651,208.448104858398,205.0,1.0
2018-01-08 19:00:00,8.703,0.0,1.234,0.0,0.985,629.811401367187,6.30530500411987,731.915762626345,219.520202636718,215.0,1.0
2018-01-08 20:00:00,8.494,0.0,1.234,0.0,0.983,626.78662109375,6.46189498901367,791.166082378901,218.555206298828,215.0,1.0
2018-01-08 21:00:00,8.358,0.0,1.234,0.0,0.971,1030.68005371093,7.29638814926147,1155.1965701908,217.398300170898,215.0,1.0
2018-01-08 22:00:00,8.213,0.0,1.235,0.0,0.973,1000.24298095703,7.01037502288818,1020.66609709867,230.510299682617,230.0,1.0
2018-01-08 23:00:00,8.167,0.0,1.236,0.0,0.985,428.976898193359,5.64671182632446,512.211157560185,240.082107543945,240.0,1.0
2018-01-09 00:00:00,8.211,0.0,1.238,0.0,0.987,248.946304321289,4.91777801513671,316.054326055266,241.682205200195,240.0,1.0
2018-01-09 01:00:00,8.151,0.0,1.238,0.0,0.952,269.162994384765,4.98173284530639,331.524614496799,244.479400634765,240.0,1.0
2018-01-09 02:00:00,8.135,0.0,1.239,0.0,0.944,487.211791992187,5.79694509506225,558.617314508017,263.54019165039,260.0,1.0
2018-01-09 03:00:00,8.267,0.0,1.24,0.0,0.975,365.860290527343,5.32739114761352,420.689013479746,271.970306396484,270.0,1.0
2018-01-09 04:00:00,8.418,0.0,1.241,0.0,0.986,126.823196411132,4.20879983901977,162.774725536879,269.709106445312,265.0,1.0
2018-01-09 05:00:00,8.466,0.001,1.242,6.18,0.981,20.5523796081542,3.05612611770629,18.0480470537041,285.959991455078,285.0,1.0
